word,context,adagram_meaning,cluster_meaning,meaning
общество,участник iv восточный экономический форум вэф в рамка один из ключевой сессия обсудить тема посвятить цифровизация экономика а также тот какой возможность и перспектива в этот сфера открываться для дальний восток в частность они отметить что цифровизация являться один из актуальный тренд развитие экономика и общество цифровой революция давать огромный возможность в денежный сфера мы говорить о рождение принципиально новый тип деньга не столько о криптовалюта сколько о национальный цифровой валюта заявить советник президент россия сергей глазьев по слово татьяна ремезовой ведущий программа вести всероссийский государственный телевизионный и радиовещательный компания вгтрк признание значимость роль цифровой экономика являться она ежегодный увеличение доля ввп в российский ввп пока цифровой экономика составлять 2 8 процент или 75 миллиард доллар причём больший она часть 63 миллиард доллар приходиться на сфера потребление отметить она один из ключевой проблема в этот сфера по мнение участник встреча являться отсутствие нормативный правовой база для развитие цифровой экономика цифровой законодательство писаться с чистый лист он сегодня нет не только в наш страна он вообще нигде нет в мир заявить сергей жигарев председатель комитет государственный дума федеральный собрание по экономический политика промышленность инновационный развитие и предпринимательство нормативный среда на сегодня не учитывать ключевой свойство новый экономика высокий ценность нематериальный актив размывание граница и предельно низкий затрата на тиражирование бизнес модель в тот число регуляторный вопрос который должный быть быть решить ещё вчера определение юридический природа новый цифровой актив идентификация субъект цифровой экономика юридический сила электронный документ форма государственный контроль бизнес регулирование оборот данные и доступ к они такой образ чтобы они быть защитить и в то же время доступный для решение различный бизнес задача сказать старший вица президент заместитель председатель совет директор гмк норильский никель вица президент зао холдинговый компания интеррос андрей бугров исполнительный операционный директор bitlish ltd коссара сохейл заметить у мы нет метод юридический регулирование блокчейн и криптовалюта международный стандарт который применяться бы повсеместно не существовать также участник встреча отметить необходимость в тот чтобы ясно быть описать понятие смарт контракт который по слово дмитрий уфаева гендиректор bitfury russia позволить поверх блокчейн дописывать различный бизнес логика и взаимодействовать более эффективно кроме тот отставание регулирование и киберпреступность создавать риск для экономика и общество подчеркнуть собраться когда всё приходить в цифровой вид должный обеспечиваться и гарантировать сохранность данные указать сергей мытенковы вица президент российский союз промышленник и предприниматель рсппа ни в один страна мир мы не мочь надлежащий образ защитить право участник смарт контракт страна не понимать юридический природа смарт контракт сказать элина сидоренко руководитель рабочий группа по оценка риск оборот криптовалюта государственный дума биткоина и другой криптовалюта не считаться валюта и следовательно подлежать свободный оборот с другой сторона когда добавляться дополнительный характеристика надстраиваться над криптовалюта это мочь становиться угроза для экономика заявить джулия чарлтон партнёр адвокат charltons в целое по мнение участник сессия бизнес и общество не готовый к цифровизация сейчас основный задача в тот чтобы решить два ключевой проблема донести до государство консолидированный позиция большой экономика и большой бизнес в этот часть второй помочь сам большой бизнес да и малый и средний бизнес разобраться что конкретно они хотеть с чем мы иметь дело что такой цифровизация считать элина сидоренко самый важный отметить сергей мытенковы работа с население поскольку не всё готовый переходить на цифровой технология технологический термин который мы заимствовать из английский язык необходимо начать переводить на русский язык считать анатолий бобрак заместитель генеральный директор по корпоративный вопрос ао фонд развитие дальний восток и байкальский регион один из решение существующий в этот сфера проблема участник сессия назвать создание регулятивный база цифровизация регулирование процесс цифровизация должный основываться на принцип умеренный вмешательство государство в новый экономический отношение с сохранение за они функция контроль и надзор на финансовый рынок заявить андрей бугров цифровой экономика не мочь быть субъектовой или региональный она сразу носить планетарный характер очень важно договориться с парламентарий из другой страна о тот что мы вкладывать в термин самый простой понятие чтобы они и у мы восприниматься и звучать абсолютно одинаково сказать сергей жигарев председатель комитет государственный дума по экономический политика промышленность инновационный развитие и предпринимательство необходимо также создание модель безопасность данные для большой экономика вход в цифра должный быть проторить не только законодательство определять статус участник но также и выстраивание модель безопасность считать элина сидоренко кроме тот требоваться и реорганизация образовательный процесс необходимо уходить в сторона практический дуальный образование то что сейчас происходить в образование более теоретик а молодёжь это не устраивать отметить алексей мостовщик сопредседатель магаданский региональный отделение общероссийский общественный организация деловой россия,0.0,3.0,3
общество,картина илья репин иван грозный и сын он иван находиться в постоянный экспозиция государственный третьяковский галерея повредить сообщать интерфакс вандал металлический столбик ограждение разбить стекло защищать картина работа изъять из экспозиция и перенести в реставрационный мастерская подозревать задержать картина нанести серьёзный повреждение сообщить представитель третьяковский галерея холст прорвать в три место в центральный часть работа на фигура царевич от падение стекло сильно пострадать авторский художественный рама по счастливый случайность самый ценный изображение лицо и рука царь и царевич не пострадать реставратор провести неотложный аварийный работа извлечь осколок стекло произвести демонтаж картина и рама картина иван грозный и сын он иван 16 ноябрь 1581 год также известный под название иван грозный убивать свой сын написать русский художник илья репин с 1883 по 1885 год и в 1885 м приобрести основатель третьяковский галерея павел михаилович третьяков у автор в время экспозиция общество передвижной художественный выставка полотно представить в постоянный экспозиция третьяковский галерея и никогда не выдаваться на выставка,0.0,0.0,3
общество,министр внутренний дело украина арсен авак рассказать о красный линия при деоккупация донбасс статья министр опубликовать на сайт издание украинский правда красный линия министр назвать принципиальный положение компромисс по который для украина невозможный по мнение авакова не мочь быть предмет дискуссия изменение государственный устройство украина нельзя ставить вопрос о переход к федеративный устройство конституция чётко определять что украина являться унитарный государство территория украина в предел существующий граница целостный и неприкосновенный писать украинский министр второй красный линия который по мнение авакова не готовый перейти украина являться вопрос контроль граница она должный контролировать исключительно украинский пограничник международный миротворец мочь выступать лишь наблюдатель и гарант от возможный провокация глава мвд писать что житель непризнанный республика донбасс являться гражданин украина который находиться в сфера юрисдикция украинский юстиция и подчиняться закон украина на это основание авак отказывать в право на амнистия тем кто совершить тяжкий преступление виновный в убийство украинский солдат и мирный житель а также организовывать захват власть министр отвергать любой возможность восстановление контроль украина над донбасс в обмен на признание крым часть россия также украинский министр отказываться обсуждать стратегический стремление украина стать член ес и нато при это глава мвд назвать открытый вопрос о особый статус неподконтрольный украина территория донбасс временный или постоянный статус русский язык и выплата долг по социальный платёж который официальный киев не выплачивать с 2014 год по слово авакова подобный условие позволять определить мера возможный компромисс по спорный вопрос и готовность общество этот компромисс понять обсудить и принять решение арсен авак не первый раз озвучивать свой стратегия по деоккупация донбасс в апрель это год глава украинский мвд представить свой план маленький шаг который заключаться в постепенный возвращение под контроль украина неподконтрольный она территория донбасс,0.0,3.0,3
общество,в австралия принять за бомба забытый в аэропорт коробка с кролик о это сообщить новостной портал fox news инцидент произойти вечером 27 июнь в аэропорт город аделаида штат южный австралия уборщица обнаружить в женский туалет подозрительно выглядеть пакет на место прибыль сапёр они обыскать сумка и наслать в она коробка с самец карликовый кролик мы относиться к весь что связать с авиация очень серьёзно и наш сапёр однозначно не ожидать обнаружить кролик в забытый багаж прокомментировать ситуация коммандер полиция бретта маккэнн brett mccann животное передать в королевский общество защита животное от жестокий обращение на мой 26 летний практика это первый подобный случай этот крольчонок отлично ладить с человек видно что за они ухаживать сказать зоозащитница налик вэн лоэнэн nalika van loenen она добавить что до она приезд полицейский сам позаботиться о животный посадить он в больший коробка и дать тёртый морковь зоозащитник надеяться найти хозяйка кролик,0.0,1.0,2
общество,учёный из северо западный университет в эванстон сша выяснить где быть сделать пять знаменитый бронзовый скульптура пабло пикассо время второй мировой война о это они рассказать на конференция американский научный общество в остин писать риа новость указанный скульптура храниться в национальный музей пикассо в париж и быть создать в время оккупация франция именно поэтому история они создание быть неизвестный искусство художник в тот период быть запретить как дегенеративный кроме тот всё запас бронза конфисковываться для нужда вермахт американский специалист установить точный химический и изотопный состав скульптура и сравнить дать с химический состав и спектр бронза который использовать известный литейщик работать с пикассо в париж и в другой город где он жить выясниться что пять изваяние быть отлить в мастерская известный литейщик эмиль робекка emile robecchi в париж состав сплав и он химический характеристика сильно различаться для каждый статуя по мнение учёный это говорить о тот что робеччи работать подпольно и постоянно сталкиваться с перебой поставка медь и олово,0.0,0.0,3
ум,некоммерческий организация росконтроль провести анализ популярный бренд шампанское российский производство копия итог анализ иметься в распоряжение лента ру в исследование участвовать бренд рисп российский шампанский абрау дюрсо наследие мастер левъ голицынъ цимлянский шампанский буржуа а также советский шампанский по итог исследование дегустатор самый вкусный быть признать шампанский наследие мастер левъ голицынъ по итог экспертиза оно набрать 85 балл на второй место буржуа 80 балл замыкать тройка абрау дюрсо 77 балл экспертиза показать что проверить образец шампанское не являться фальсификат так как по показатель качество соответствовать требование указанный в маркировка стандарт маркировка также соответствовать наименование четыре образец из шесть иметь хороший органолептический свойство и всё вино можно считать безопасный рассказать глава экспертный направление организация андрей мосова мы провести минь опрос в вконтакте по предпочтение читатель советский шампанский получить 75 балл и расположиться на четвёртый место к игристый вино посредственный качество эксперт организация отнести российский шампанский и цимлянский шампанский который получить 69 и 68 балл соответственно всё бренд шампанское не представлять угроза для жизнь всё выполнить в соответствие с действовать стандарт самый дорогой из перечисленный бренд являться наследие мастер левъ голицынъ 390 рубль за бутылка на второй место цимлянский шампанский 333 рубль на третий абрау дюрсо 328 рубль бутылка буржуа обойтись в 227 рубль российский шампанское в 217 рубль а советский в 180 рубль лента ру напоминать что чрезмерный употребление алкоголь вредить ваш здоровье отмечать с ум,0.0,2.0,-1
ум,форвард сборная россия и зенит артём дзюба прокомментировать нежелание отдельный болельщик поддерживать национальный команда из за клубный пристрастие видео беседа с спортсмен опубликовать в свой twitter аккаунт журналист дмитрий егоров клубный предпочтение мешать переживать за сборная я считать это не от большой ум если честно нужно болеть за свой страна то же самый и в еврокубок играть там спартак надо весь страна болеть за спартак так же с зенит и цска есть сборная россия есть мы заявить дзюба он также добавить что внутри сборная футболист не иметь клубный предпочтение 7 сентябрь сборная россия обыграть в гость турция в первый матч лига нация с счёт 2 1 дзюба выйти на встреча с капитанский повязка стать автор второй гол в ворота турковы дзюба являться воспитанник московский спартак как профессиональный футболист он выступать за команда с 2006 по 2015 год с перерыв на аренда с 2015 год дзюба нападать зенит,0.0,2.0,1
ум,в американский город вудсток штат иллинойс военный лётчик сыграть в прятки с свой собака после завершение шестимесячный командировка за рубеж о это сообщать fox 32 chicago пилот зак вохаск zach vohaska вернуться домой из афганистан он решить удивить свой золотистый ретривер по кличка бадди и спрятаться под одеяло другой член семья привести пёс и снять он реакция на видео в 2017 год сообщаться что собака не сразу узнать собственный хозяин когда он вернуться сильно похудеть после пятинедельный отсутствие опознать хозяин пёс прыгнуть на он буквально сходить с ум от радость,0.0,1.0,-1
ум,глава оленинский район тверской область олег дуб который вступить в словесный перепалка с местный житель на торжественный церемония открытие фонарь заявить что сми исказить он слово и он назвать свой оппонент пьяный урод а не лысый урод о это он рассказать в эфир радиостанция говорить москва я сказать он пьяный урод а не лысый начать с это отметить дуб чиновник также опровергнуть сообщение о тот что он выражаться нецензурно кроме тот он подчеркнуть что скандал вокруг он слово быть раздутый специально и за это стоить конфликт интерес интерес связать с земля сказать дуб у я не вызывать сомнение кто это выгодно я приблизительно представлять себя бюджет этот кампания он не стать называть заказчик информационный кампания так как для это он нужный доказательство 5 август сообщаться что дуб торжественно открыть фонарь в село холмец однако после критический замечание житель церемония перерасти в словесный перепалка жительница село обратить внимание глава район на то что фонарь освещать фасад здание а не дорога и спросить о возможность перевесить или развернуть он в ответ они услышать что это не они ум дело отмечать караван я родственник один из женщина заступиться за они и уточнить стоимость фонарь чтобы установить он за свой счёт по слово очевидец дуб обругать предложение слово пойти ты лысый урод также он назвать собраться группа агрессивный молодёжь и подогреть алкоголь гопотой в 2016 год дуб участвовать в церемония открытие помойка и перерезать красный ленточка интернет пользователь стать иронизировать над они предлагать сделать этот день праздничный,0.0,0.0,-1
ум,глава оленинский район тверской область олег дуб торжественно открыть фонарь в село холмец однако после критический замечание житель церемония перерасти в словесный перепалка о это сообщать межобластной еженедельник караван я по информация издание наш жизнь на который ссылаться дуб местный житель в холмец идти на открытие как на праздник улыбаться поздравлять друг друг потому что они ждать и просить уличный освещение в свой деревня жительница село обратить внимание глава район на то что фонарь освещать фасад здание а не дорога и спросить о возможность перевесить или развернуть он в ответ от власть они услышать что это не они ум дело передавать караван я родственник один из женщина заступиться за они и уточнить стоимость фонарь чтобы установить он за свой счёт по слово очевидец дуб обругать предложение мужчина пойти ты лысый урод заметить он глава район посчитать что присутствовать на церемония житель нетрезвый и обозвать они группа агрессивный молодёжь и подогреть алкоголь гопотой пообещать что устроенный они майдан не пройти для они бесследно и это стать урок для другой поселение дуб считать что праздник испортить приехать на отдых горожанин а тихий и спокойный селянин быть просто не в состояние адекватно ответить на это хамство они стать горожанин причём не самый хороший и не самый успешный такой кто вместе с городской привычка впитывать в себя чувство собственный превосходство по отношение к сельский житель высказывать свой точка зрение издание наш жизнь который поддерживать чиновник караван я отмечать что район лишиться освещение при дубово но из за обращение гражданин он вынудить снова открывать маломощный подсветка на дорога сколько ещё житель оленинский район быть терпеть унижение от глава неужели для губернатор игорь рудени совсем не важно какой метод олег дуб добиваться пресловутый стабильность и молчание вопрошать автор статья в 2016 год дуб участвовать в церемония открытие помойка и перерезать красный ленточка напоминать караван я интернет пользователь стать иронизировать над дубовый предлагать установить в этот день официальный праздничный день,0.0,0.0,-1
ум,британский фотограф ребекка лилит батори rebecca lillith bathory опубликовать книга в который войти фотография сто самый жуткий место с весь мир стать объект притяжение любитель тёмный туризм о это сообщать the sun тёмный туризм очень наглядный практика как и туризм в целое вы не только чувствовать свой местоположение но и видеть он свой глаз и в большинство случай фотографировать он чтобы продлить этот момент в случай тёмный туризм фотография этот место запечатлевать идеология и ужас который некоторый предпочесть бы забыть навсегда рассказать автор книга тёмный туризм в книга войти фотография знаменитый парижский катакомба в который находиться кость более шесть миллион человек эггенбургский склеп в австрия полностью построить из человеческий кость готический кладбищенский костёл костница в седлец чехия батори не обойти сторона и исторический место печально известный массовый смерть она фотографировать освенцим польша самый крупный немецко фашистский концентрационный лагерь восточный государственный тюрьма в филадельфия в который узник содержать в изоляция и они сходить с ум также в фотопроект войти город чернобыль в который в 1986 год произойти крупный катастрофа в история атомный энергетика из за что город оказаться забросить в 2016 год фотограф отправиться в путешествие по двадцать страна и посетить сто туристический объект чтобы изучить самый тёмный и загадочный страница история туристический место быть найти в великобритания германия австрия чехия франция мексика япония польша индия и многий другой страна,4.0,2.0,-1
ум,в американский штат луизиана 15 летний подросток угнать грузовик слить бензин из бак и сжечь баптистский миссионерский церковь святой павел о происшествие сообщать the independent инцидент произойти в город ричланда как отмечаться сгореть не основный здание а новый построить несколько месяц назад о пожар местный шериф сообщить очевидец они также рассказать что незадолго до возгорание видеть отъезжать от здание церковь грузовик за руль который сидеть молодой человек компания владелец транспортный средство удаться засечь он перемещение в итог автомобиль задержать возле церковный приход в соседний округ колдуэлла поздний появиться информация что подросток иметь отношение к угон ещё один грузовик этот же фирма молодой человек арестовать информация о мотив подросток пока нет издание уточнять что он белый а большинство прихожанин храм афроамериканец мы не знать почему бог знать что у человек на ум мы просто просить помолиться и за он и за наш церковный семья сказать журналист прихожанка мэри александр газета писать что церковь недавно отметить 137 летний годовщина основание,4.0,1.0,-1
ум,похищение кубок чемпионат мир по футбол в 1966 год организовать лондонский гангстер сидень кугульер sidney cugullere о это заявить он племянник гэри кугульер сообщать the guardian он утверждать что сидень сделать это из азарт и не преследовать финансовый выгода он не предупредить о свой план даже собственный брат рег который ходить с они на дело сидень показать он спрятать под полый кубок лишь после тот как они уйти с место преступление кража произойти незадолго до чемпионат когда кубок демонстрировать публика в методистский центральный зал в вестминстер охранник патрулировать выставка обнаружить что витрина и задний дверь здание взломать а награда исчезнуть через три день председатель футбольный ассоциация англия джо мирс joe mears получить записка от похититель они требовать 15 тысяча фунт стерлинг мелкий купюра и угрожать уничтожить кубок если о это узнать пресса или полиция для связь предлагаться использовать шифровать объявление в газета the evening news мирс рассказать о записка скотленд ярд полиция организовать передача чемодан с деньга но мужчина явиться за выкуп что то заподозрить и попытаться сбежать после задержание он уверять что быть только посредник по он слово человек по кличка поляк обещать он 500 фунт стерлинг если обмен пройти без проблема через семь день собака найти пропасть кубок в куст на юг лондон он быть завернуть в газета и перевязать бечёвка владелец пёс попасть под подозрение но у он оказаться алиби похититель так и не наслать гэри кугульер утверждать что кубок прятать в угольный сарай зять рег это сводить отец с ум говорить он он знать что они ни за что он не продать оба понять что прийтись вернуть они удаться это провернуть и не попасться сидень умереть в 2005 год через 39 год после кража рег скончаться в 2012 м в 2017 год сообщаться что суд рассмотреть обвинение в адрес подозревать в причастность к крупный в история сша кража картина в фбр полагать что 81 летний роберт джентайла по кличка повар участвовать в ограбление бостонский музей изабелла стюарт гарднер в 1990 год,4.0,1.0,-1
ум,президент белоруссия александр лукашенко рекомендовать чиновник работать так чтобы на грядущий выборы глава государство и депутат парламент народ проголосовать за представитель власть такой заявление он сделать в время разговор с анатолий сивак который назначить мэр минск сообщать бёлтый глава государство подчеркнуть что выборы это экзамен для власть это экзамен который мы всё быть сдавать мы не быть довлеть над народ и продвигать какой то один кандидатура мы должный подойти к выборы так чтобы в ум человек даже не быть альтернатива подчеркнуть он лукашенко уточнить что альтернативный кандидат на руководящий пост разумеется быть но они гражданин страна прим лента ру при весь недостаток власть должный понимать и оценить власть положительно подытожить президент в пятница 23 ноябрь лукашенко раскритиковать правительство повод для это стать отток белорусский строитель за рубеж в октябрь лукашенко заявить о безмозглость член совет министр после тот как они обратиться в правоохранительный орган с предложение ввести ограничение на продажа алкоголь в ночной время в результат президент назвать решение правительство эксперимент и отменить он,4.0,0.0,1
ум,полярник с франко итальянский антарктический станция конкордия наглядно продемонстрировать условие свой работа о это говориться на официальный аккаунт европейский космический агентство esa в facebook кто нибыть хотеть заморозить лапша при температура минус 60 градус по цельсий в антарктида внимательно смотреть сколько остывать ваш обед говориться в подпись к фотография на который намотать на вилка лапша стоить вертикально esa отправлять учёный в антарктида чтобы изучать последствие длительный изоляция понимание тот как наш тело и ум адаптироваться к экстремальный условие помочь преодолеть проблема длительный полёт на борт мкс говориться на сайт агентство в конец 2017 год в сеть изумляться тот что ребёнок в оймякон послать в школа при температура минус 50 градус по цельсий для отмена урок в это населить пункт якутия не хватить два градус,4.0,2.0,-1
