index,source,text,token,pos,pymorphy,natasha,mystem
189,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смех,S,NOUN,NOUN,S
190,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,надсмейных,A,ADJF,ADJ,A
191,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смеячей,S,NOUN,ADJ,S
192,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смейево,ADV,ADJS,ADJ,ADV
193,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смейево,ADV,ADJS,ADJ,ADV
194,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,усмей,V,VERB,ADJ,V
195,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,осмей,V,VERB,ADJ,V
196,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смешики,S,NOUN,ADJ,S
197,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смешики,S,NOUN,ADJ,S
198,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смеюнчики,S,NOUN,ADJ,S
199,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смеюнчики,S,NOUN,NOUN,S
200,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,о,INTJ,PREP,ADP,PR
201,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,рассмейтесь,V,VERB,ADJ,V
202,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смехачи,S,NOUN,NOUN,S
203,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,о,INTJ,PREP,ADP,PR
204,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,засмейтесь,V,VERB,ADJ,V
205,В. Хлебников. Заклятие смехом,о рассмейтесь смехачи о засмейтесь смехачи что смеются смехами что смеянствуют смеяльно о засмейтесь усмеяльно о рассмешищ надсмеяльных  смех усмейных смехачей о иссмейся рассмеяльно смех надсмейных смеячей смейево смейево усмей осмей смешики смешики смеюнчики смеюнчики о рассмейтесь смехачи о засмейтесь смехачи,смехачи,S,NOUN,NOUN,S
206,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,мой,APRO,ADJF,DET,APRO
207,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,возлюбленный,A,PRTF,ADJ,A
208,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,киборг,S,NOUN,NOUN,S
209,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,я,SPRO,NPRO,PRON,SPRO
210,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,хочу,V,VERB,VERB,V
211,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,быть,V,INFN,AUX,V
212,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,с,PR,PREP,ADP,PR
213,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,тобой,SPRO,NPRO,PRON,SPRO
214,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,в,PR,PREP,ADP,PR
215,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,электросатисфакции,S,NOUN,NOUN,S
216,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,целовать,V,INFN,VERB,V
217,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,твоё,APRO,ADJF,ADJ,APRO
218,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,тело,S,NOUN,NOUN,S
219,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,стальное,A,ADJF,VERB,A
220,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,мой,APRO,ADJF,DET,APRO
221,https://lit-ra.su/stihi-futurizm/moy-vozlyublennyy-kiborg,мой возлюбленный киборг я хочу быть с тобой в электросатисфакции целовать твоё тело стальное мой возлюбленный киборг вижу в твоём теле огонь как трансформатор сердце гудит  электронное и живое электричество насквозь в организме расцветает я дышу как смерть в тумане превращаясь в чистый лист в небесах моей судьбы пеплом дух спадает искра божья как звезда озаряет футуризм снова зачат в электроне тело киборга живое окружает сталью дух в сердце взрыв мотора стук электричество  мой друг я в него давно влюблён и теперь всецело в кибер в электроны погружён я познал себя во всём что касается белка а теперь мой дух нейрон и нейтрино  душа моя разум  цифровой аналог в сердце и пустота эры кибердемиургов надвигается заря а любовь моя проста  это киберкрасота виртуальная нирвана раскрывает мне врата в бесконечную миграцию сквозь познание себя и в глазах импринтинг звёздный  детонирующая пустота там любовь свою я встретил  звезду трудно не заметить роскошная девушка из лучших металлических сплавов её тело  квинтенсенция межгалактических металлов в её духе  латентная детонация унивёрсума в сердце  мощнейший процессор в глазах  тайна звёздная,возлюбленный,A,PRTF,ADJ,A
